Date,Adj Close BMA,Adj Close BCol
7/12/2006,12.519825,12.388694
7/13/2006,12.394502,12.065828
7/14/2006,12.225317,11.836703
7/17/2006,11.84308,11.925225
7/18/2006,11.686424,11.857524
7/19/2006,12.099991,12.779253
7/20/2006,12.024798,12.706357
7/21/2006,11.968404,12.602206
7/24/2006,12.162654,13.122958
7/25/2006,12.162654,13.201064
7/26/2006,12.131324,13.279182
7/27/2006,12.112525,13.711409
7/28/2006,12.469696,13.987404
7/31/2006,12.657681,14.049898
8/1/2006,12.645149,13.747862
8/2/2006,12.720343,14.091558
8/3/2006,12.783006,14.075931
8/4/2006,12.970992,14.607098
8/7/2006,12.908329,14.461291
8/8/2006,13.002324,14.247783
8/9/2006,12.851935,14.732079
8/10/2006,12.895796,15.15389
8/11/2006,12.914597,15.023705
8/14/2006,12.79554,14.982042
8/15/2006,12.895796,15.247623
8/16/2006,12.914597,15.42989
8/17/2006,12.864467,15.59653
8/18/2006,12.989789,15.87253
8/21/2006,12.970992,15.388227
8/22/2006,13.002324,14.945593
8/23/2006,12.895796,14.534199
8/24/2006,12.707814,14.638344
8/25/2006,12.845669,14.555024
8/28/2006,12.845669,14.846644
8/29/2006,12.876998,14.711251
8/30/2006,12.845669,14.737287
8/31/2006,12.814338,15.15389
9/1/2006,12.682748,15.049736
9/5/2006,12.720343,15.018495
9/6/2006,12.657681,14.456086
9/7/2006,12.419566,14.940386
9/8/2006,12.56369,14.893515
9/11/2006,12.281712,14.721667
9/12/2006,12.313045,14.763327
9/13/2006,12.38824,15.273857
9/14/2006,12.457164,15.163661
9/15/2006,12.488496,15.022001
9/18/2006,12.657681,15.216133
9/19/2006,12.751678,14.81737
9/20/2006,12.908329,15.200396
9/21/2006,12.858199,14.838354
9/22/2006,12.783006,15.04824
9/25/2006,12.626351,14.90657
9/26/2006,12.851935,15.216133
9/27/2006,13.158977,15.216133
9/28/2006,13.303098,15.273857
9/29/2006,13.409625,15.006261
10/2/2006,13.572543,15.315829
10/3/2006,13.722932,15.074469
10/4/2006,14.03624,15.216133
10/5/2006,14.299417,15.740828
10/6/2006,14.186626,16.029411
10/9/2006,14.224229,16.029411
10/10/2006,14.098902,16.323248
10/11/2006,14.092635,16.297012
10/12/2006,14.167831,15.845772
10/13/2006,14.130235,15.688354
10/16/2006,14.117701,15.740828
10/17/2006,14.004912,15.620145
10/18/2006,14.092635,15.583424
10/19/2006,14.03624,15.515208
10/20/2006,13.973579,15.583424
10/23/2006,13.986113,15.588665
10/24/2006,14.399679,15.546695
10/25/2006,14.31822,15.798543
10/26/2006,14.474873,15.672626
10/27/2006,14.286882,15.788056
10/30/2006,14.142765,15.788056
10/31/2006,14.167831,16.039906
11/1/2006,14.192894,15.898246
11/2/2006,14.26182,15.934963
11/3/2006,14.405941,15.919233
11/6/2006,14.637796,16.223551
11/7/2006,14.656592,16.580336
11/8/2006,15.508792,16.344231
11/9/2006,15.533859,16.386208
11/10/2006,15.49626,16.47016
11/13/2006,15.609056,16.522627
11/14/2006,15.847167,16.601326
11/15/2006,16.104084,16.659044
11/16/2006,16.160477,16.480652
11/17/2006,16.16674,16.580336
11/20/2006,16.260731,16.176329
11/21/2006,16.448723,16.0609
11/22/2006,16.82469,15.929722
11/24/2006,16.82469,15.740828
11/27/2006,16.82469,15.237129
11/28/2006,17.04401,15.268606
11/29/2006,17.482643,15.36305
11/30/2006,17.564102,15.777562
12/1/2006,17.589165,15.662129
12/4/2006,17.827282,15.740828
12/5/2006,18.529097,15.772309
12/6/2006,18.41003,15.809041
12/7/2006,18.56669,15.546695
12/8/2006,18.629351,15.48373
12/11/2006,18.792269,15.447006
12/12/2006,18.660681,15.696538
12/13/2006,18.779737,15.707115
12/14/2006,19.136908,15.802277
12/15/2006,19.425159,16.124771
12/18/2006,19.61941,16.034901
12/19/2006,19.143175,16.045467
12/20/2006,18.961456,16.050755
12/21/2006,19.299829,16.330956
12/22/2006,19.111851,16.627018
12/26/2006,18.735874,16.558292
12/27/2006,18.967724,16.685173
12/28/2006,18.986525,16.701031
12/29/2006,19.556738,16.45784
1/3/2007,20.095636,16.896641
1/4/2007,19.945248,15.855145
1/5/2007,19.863791,16.066618
1/8/2007,19.87632,16.093048
1/9/2007,18.522825,15.812854
1/10/2007,18.453896,15.781128
1/11/2007,18.704544,15.966167
1/12/2007,19.437689,16.071898
1/16/2007,19.895119,15.86043
1/17/2007,19.945248,15.770553
1/18/2007,19.913925,15.781128
1/19/2007,19.888857,15.754696
1/22/2007,19.995377,15.580236
1/23/2007,19.794859,15.527362
1/24/2007,20.741051,15.601374
1/25/2007,20.734783,15.469211
1/26/2007,20.797443,15.389902
1/29/2007,20.647064,15.273598
1/30/2007,20.703455,15.611951
1/31/2007,20.678392,15.728267
2/1/2007,21.242352,15.871003
2/2/2007,21.392735,15.802277
2/5/2007,21.62458,15.701823
2/6/2007,22.608381,15.86043
2/7/2007,22.783833,15.855145
2/8/2007,22.226141,15.638386
2/9/2007,22.244936,15.495642
2/12/2007,23.1222,15.43749
2/13/2007,24.319046,15.426913
2/14/2007,24.093462,15.46392
2/15/2007,24.037066,15.485066
2/16/2007,24.131054,15.648955
2/20/2007,24.262648,15.527362
2/21/2007,24.011995,15.490355
2/22/2007,23.886675,15.532654
2/23/2007,23.554567,15.28417
2/26/2007,23.372849,15.146707
2/27/2007,21.10449,14.253242
2/28/2007,21.029297,14.163367
3/1/2007,20.690924,14.284958
3/2/2007,19.801125,14.401266
3/5/2007,19.425159,13.750992
3/6/2007,20.365082,14.274387
3/7/2007,20.114433,14.348404
3/8/2007,20.897707,14.538727
3/9/2007,21.323801,14.845366
3/12/2007,22.232403,14.908807
3/13/2007,21.417805,14.557402
3/14/2007,21.367674,14.445424
3/15/2007,21.724842,14.429427
3/16/2007,21.305008,14.365438
3/19/2007,22.025621,14.488085
3/20/2007,22.758766,14.498749
3/21/2007,23.103405,15.015985
3/22/2007,23.028208,14.770697
3/23/2007,22.457985,14.904009
3/26/2007,22.251205,14.685381
3/27/2007,21.292479,14.877344
3/28/2007,21.198486,14.680048
3/29/2007,21.449127,14.722706
3/30/2007,21.267416,14.765368
4/2/2007,21.599518,14.541401
4/3/2007,21.718575,14.81336
4/4/2007,21.868965,14.866683
4/5/2007,21.962957,15.213286
4/9/2007,22.244936,15.261277
4/10/2007,22.54571,15.223951
4/11/2007,22.67104,15.282606
4/12/2007,22.614639,15.293267
4/13/2007,23.172331,15.799846
4/16/2007,23.422977,15.794523
4/17/2007,23.040747,15.453238
4/18/2007,23.247522,15.426583
4/19/2007,23.078339,15.394592
4/20/2007,23.510706,15.357257
4/23/2007,23.27886,15.298606
4/24/2007,23.184864,15.239949
4/25/2007,23.310186,15.282606
4/26/2007,23.05954,15.213286
4/27/2007,23.1222,15.111965
4/30/2007,22.683565,14.962664
5/1/2007,22.940481,14.941339
5/2/2007,22.940481,14.824022
5/3/2007,23.466845,14.957326
5/4/2007,23.216194,14.877344
5/7/2007,23.090872,14.280122
5/8/2007,22.877821,14.178806
5/9/2007,22.902885,14.568068
5/10/2007,21.994287,14.866683
5/11/2007,22.608381,15.197294
5/14/2007,22.150942,15.117303
5/15/2007,22.119612,14.744032
5/16/2007,22.689835,14.967999
5/17/2007,22.752501,14.957326
5/18/2007,23.109667,15.053306
5/21/2007,24.066624,15.031981
5/22/2007,23.558617,15.202621
5/23/2007,23.304617,15.005322
5/24/2007,22.650564,14.600063
5/25/2007,22.21876,14.824022
5/29/2007,22.606108,14.834688
5/30/2007,22.701361,14.957326
5/31/2007,22.68231,14.935997
6/1/2007,22.790264,15.314599
6/4/2007,22.110811,15.303937
6/5/2007,22.040956,15.277271
6/6/2007,21.590105,15.143962
6/7/2007,20.923357,15.031981
6/8/2007,21.012255,15.079972
6/11/2007,20.955105,15.469245
6/12/2007,20.669352,15.645833
6/13/2007,21.132904,16.539574
6/14/2007,21.736155,17.567913
6/15/2007,22.231459,18.030933
6/18/2007,22.104464,18.477806
6/19/2007,22.225113,18.391657
6/20/2007,21.869507,18.084776
6/21/2007,21.469458,18.332438
6/22/2007,21.113855,17.955559
6/25/2007,21.056705,17.993242
6/26/2007,20.809053,18.041704
6/27/2007,21.291651,17.648674
6/28/2007,21.177353,17.702511
6/29/2007,20.872553,17.675589
7/2/2007,21.399605,17.917868
7/3/2007,21.558355,17.627134
7/5/2007,21.342455,17.444078
7/6/2007,20.885248,17.271793
7/9/2007,21.367853,17.524834
7/10/2007,21.501205,17.718666
7/11/2007,21.793306,17.62175
7/12/2007,21.590105,18.504725
7/13/2007,21.240854,18.154758
7/16/2007,20.631254,18.24091
7/17/2007,20.656651,19.651516
7/18/2007,20.320099,19.877638
7/19/2007,20.320099,19.920706
7/20/2007,20.218498,19.813028
7/23/2007,20.402653,19.920706
7/24/2007,19.951799,19.430771
7/25/2007,19.596197,19.452297
7/26/2007,18.192837,18.989292
7/27/2007,17.697542,18.483189
7/30/2007,17.970589,19.436152
7/31/2007,18.002338,19.16157
8/1/2007,18.09124,18.822376
8/2/2007,18.427792,19.1185
8/3/2007,18.161089,19.096962
8/6/2007,17.989641,19.280022
8/7/2007,17.716591,19.565367
8/8/2007,18.351591,19.565367
8/9/2007,18.326189,18.488575
8/10/2007,18.034086,18.12785
8/13/2007,17.494335,18.251677
8/14/2007,17.265738,17.551754
8/15/2007,15.875078,17.22872
8/16/2007,15.087673,16.345747
8/17/2007,16.256077,16.092703
8/20/2007,17.049835,16.281143
8/21/2007,16.979982,16.221918
8/22/2007,17.272085,16.663404
8/23/2007,17.519735,16.970297
8/24/2007,18.034086,17.492537
8/27/2007,18.053139,17.352556
8/28/2007,16.859335,17.040279
8/29/2007,16.954582,17.62175
8/30/2007,16.637085,17.465616
8/31/2007,17.329233,17.648674
9/4/2007,16.903782,17.632513
9/5/2007,17.094282,17.62175
9/6/2007,17.037132,17.573292
9/7/2007,16.935532,17.460236
9/10/2007,16.941885,17.217957
9/11/2007,16.764082,16.851841
9/12/2007,16.872034,16.997204
9/13/2007,17.437185,16.894915
9/14/2007,17.907091,16.728014
9/17/2007,18.008686,16.731266
9/18/2007,18.370644,16.953773
9/19/2007,18.567493,17.539879
9/20/2007,18.09124,17.387928
9/21/2007,18.28809,17.670132
9/24/2007,18.256342,17.583296
9/25/2007,18.148386,17.290241
9/26/2007,18.11664,17.746109
9/27/2007,18.47224,18.641556
9/28/2007,18.675444,18.804363
10/1/2007,19.170744,18.864058
10/2/2007,19.589846,18.956312
10/3/2007,19.589846,18.478743
10/4/2007,19.443796,18.885759
10/5/2007,19.767649,19.135405
10/8/2007,19.780346,19.488161
10/9/2007,20.072449,19.754076
10/10/2007,19.831148,19.428453
10/11/2007,19.272345,19.49358
10/12/2007,19.627947,19.60755
10/15/2007,19.958151,19.238522
10/16/2007,19.716845,18.912905
10/17/2007,20.002602,18.880337
10/18/2007,19.786697,18.874914
10/19/2007,18.916742,18.196541
10/22/2007,18.28809,18.402771
10/23/2007,17.862638,19.27108
10/24/2007,17.576891,18.869482
10/25/2007,17.919788,19.059425
10/26/2007,18.148386,19.347052
10/29/2007,18.103939,19.531569
10/30/2007,17.659437,20.047125
10/31/2007,17.557835,19.944017
11/1/2007,17.024433,19.222235
11/2/2007,17.341934,19.868044
11/5/2007,17.208582,20.524696
11/6/2007,18.09124,20.844889
11/7/2007,17.913441,20.459576
11/8/2007,17.716591,20.166527
11/9/2007,18.243639,19.678099
11/12/2007,17.856285,18.239962
11/13/2007,18.402391,19.759502
11/14/2007,18.36429,20.275057
11/15/2007,18.040442,20.351038
11/16/2007,17.380035,20.199085
11/19/2007,17.043482,20.079691
11/20/2007,16.745031,19.710661
11/21/2007,16.503729,19.016006
11/23/2007,16.516432,19.49358
11/26/2007,15.570279,18.804363
11/27/2007,16.186228,19.254803
11/28/2007,16.37673,19.699799
11/29/2007,15.919531,20.079691
11/30/2007,15.932226,20.079691
12/3/2007,15.843328,20.079691
12/4/2007,15.62108,19.770357
12/5/2007,15.633774,19.808346
12/6/2007,15.805228,20.047125
12/7/2007,16.256077,19.623821
12/10/2007,16.541834,19.688953
12/11/2007,16.008429,19.157112
12/12/2007,15.875078,19.374184
12/13/2007,15.703625,19.238522
12/14/2007,15.430576,19.208443
12/17/2007,14.605069,18.202368
12/18/2007,14.674921,18.164087
12/19/2007,14.795574,19.006136
12/20/2007,14.954325,19.454491
12/21/2007,15.201977,19.295923
12/24/2007,15.176573,19.312328
12/26/2007,15.246424,19.410755
12/27/2007,14.992429,19.131891
12/28/2007,15.252776,18.699928
12/31/2007,15.709977,18.601511
1/2/2008,15.240076,18.918648
1/3/2008,14.859074,19.274054
1/4/2008,14.967023,19.066278
1/7/2008,14.789224,19.26313
1/8/2008,14.674921,18.694471
1/9/2008,15.475026,19.181108
1/10/2008,14.928925,19.022543
1/11/2008,15.151173,18.546839
1/14/2008,15.513126,18.453892
1/15/2008,14.605069,17.721199
1/16/2008,14.617771,17.874294
1/17/2008,14.605069,17.305643
1/18/2008,14.122473,17.163477
1/22/2008,13.938319,16.376118
1/23/2008,14.668572,16.950237
1/24/2008,13.792268,17.529821
1/25/2008,14.928925,17.212688
1/28/2008,15.036877,17.918036
1/29/2008,15.151173,17.896168
1/30/2008,15.252776,17.606373
1/31/2008,15.055923,18.267973
2/1/2008,15.240076,18.771021
2/4/2008,15.240076,18.563244
2/5/2008,15.176573,17.305643
2/6/2008,14.687622,17.032253
2/7/2008,14.700319,17.338448
2/8/2008,14.262172,17.332979
2/11/2008,14.065315,17.442335
2/12/2008,14.211371,17.688389
2/13/2008,14.255819,17.863363
2/14/2008,13.906567,18.114882
2/15/2008,14.757469,18.076601
2/19/2008,14.922575,18.530432
2/20/2008,14.871777,18.432013
2/21/2008,14.751123,18.552307
2/22/2008,14.649522,18.5359
2/25/2008,14.598719,18.481224
2/26/2008,15.049575,18.481224
2/27/2008,15.246424,18.191427
2/28/2008,15.811579,18.273445
2/29/2008,14.547921,18.453892
3/3/2008,14.395522,18.131283
3/4/2008,14.395522,17.857889
3/5/2008,14.547921,18.497629
3/6/2008,14.24312,17.907103
3/7/2008,14.36377,17.994587
3/10/2008,14.573324,18.470282
3/11/2008,15.049575,19.372477
3/12/2008,15.125771,19.339672
3/13/2008,15.246424,19.855356
3/14/2008,15.049575,19.645769
3/17/2008,14.782874,19.121815
3/18/2008,15.506776,19.756084
3/19/2008,15.233724,18.818468
3/20/2008,15.525827,18.989443
3/24/2008,15.913178,19.441702
3/25/2008,15.792531,19.430677
3/26/2008,15.951281,19.436193
3/27/2008,15.729024,19.138357
3/28/2008,15.862382,19.314857
3/31/2008,16.097332,19.557524
4/1/2008,16.389433,19.756084
4/2/2008,16.618032,19.69541
4/3/2008,16.668835,20.175249
4/4/2008,16.719633,20.186277
4/7/2008,16.57358,20.235918
4/8/2008,16.23703,20.98601
4/9/2008,15.817933,20.693693
4/10/2008,15.868729,20.892248
4/11/2008,15.748079,20.815035
4/14/2008,15.62108,20.726793
4/15/2008,15.557574,20.963949
4/16/2008,15.779825,21.476881
4/17/2008,15.551226,21.714046
4/18/2008,15.843328,21.647867
4/21/2008,15.62108,21.901558
4/22/2008,15.240076,21.289352
4/23/2008,14.979727,20.864676
4/24/2008,15.151173,21.019104
4/25/2008,14.859074,21.554089
4/28/2008,14.827322,21.355541
4/29/2008,14.598719,21.256266
4/30/2008,14.351072,22.01738
5/1/2008,14.300269,22.839174
5/2/2008,14.28757,23.440357
5/5/2008,14.097069,22.966021
5/6/2008,14.014519,22.535831
5/7/2008,13.957367,22.552378
5/8/2008,13.887521,21.951204
5/9/2008,13.652566,21.289352
5/12/2008,13.227114,21.79677
5/13/2008,12.744515,22.050486
5/14/2008,12.219137,21.94017
5/15/2008,12.59582,22.69578
5/16/2008,12.59582,22.177322
5/19/2008,13.646575,21.592703
5/20/2008,14.076128,21.17905
5/21/2008,14.386727,20.522717
5/22/2008,14.479246,20.506174
5/23/2008,14.010044,19.916031
5/27/2008,14.327251,19.949125
5/28/2008,14.624635,20.302105
5/29/2008,14.816284,20.473078
5/30/2008,14.836106,21.068743
6/2/2008,14.558551,20.566843
6/3/2008,14.869147,20.60545
6/4/2008,14.703938,20.655096
6/5/2008,14.399943,20.952913
6/6/2008,14.023257,20.588913
6/9/2008,13.943959,20.180771
6/10/2008,13.369018,19.254179
6/11/2008,12.992332,18.994965
6/12/2008,12.926247,18.983932
6/13/2008,13.012161,19.105268
6/16/2008,12.199311,19.709356
6/17/2008,12.364522,19.302917
6/18/2008,12.556171,19.291779
6/19/2008,12.542953,19.202703
6/20/2008,12.490086,19.041241
6/23/2008,12.443825,18.913187
6/24/2008,12.1134,18.640366
6/25/2008,12.20592,18.534588
6/26/2008,11.505417,17.833069
6/27/2008,11.478984,17.537977
6/30/2008,10.983344,17.476734
7/1/2008,11.452549,17.348684
7/2/2008,11.201427,17.370958
7/3/2008,11.194818,17.588089
7/7/2008,10.804914,17.510143
7/8/2008,11.498809,17.610365
7/9/2008,10.626487,17.532417
7/10/2008,10.976737,17.471169
7/11/2008,10.78509,16.791922
7/14/2008,10.725613,16.758518
7/15/2008,10.2498,16.10154
7/16/2008,10.712396,16.597059
7/17/2008,11.148558,17.120409
7/18/2008,11.346815,16.936682
7/21/2008,11.987841,17.187223
7/22/2008,12.33148,17.2262
7/23/2008,12.675123,17.738419
7/24/2008,12.120007,17.794088
7/25/2008,12.047314,18.072468
7/28/2008,12.344699,18.144855
7/29/2008,12.754425,19.152582
7/30/2008,12.734598,19.035673
7/31/2008,12.516519,18.779568
8/1/2008,12.410782,18.957729
8/4/2008,11.763149,18.534588
8/5/2008,12.38435,18.679348
8/6/2008,12.661906,18.306314
8/7/2008,11.829232,17.844206
8/8/2008,12.100182,18.250637
8/11/2008,11.597935,18.673773
8/12/2008,11.88871,18.334152
8/13/2008,12.225745,17.777391
8/14/2008,12.562779,17.911011
8/15/2008,12.761033,17.677172
8/18/2008,12.430609,17.337547
8/19/2008,12.833728,17.599224
8/20/2008,12.80069,17.977823
8/21/2008,12.747816,18.31745
8/22/2008,12.853552,17.938847
8/25/2008,12.886595,17.565817
8/26/2008,13.025373,17.671602
8/27/2008,13.084851,17.994528
8/28/2008,13.170764,18.100313
8/29/2008,13.243453,18.540152
9/2/2008,13.507797,18.929888
9/3/2008,13.09146,19.041241
9/4/2008,12.807295,18.696039
9/5/2008,12.998942,18.490034
9/8/2008,13.256671,18.462208
9/9/2008,13.276497,18.545719
9/10/2008,13.197194,18.651506
9/11/2008,13.250062,19.531187
9/12/2008,13.48136,19.046806
9/15/2008,12.523129,18.217237
9/16/2008,12.721383,17.331976
9/17/2008,11.241076,15.684186
9/18/2008,11.08908,16.438557
9/19/2008,12.192701,16.962116
9/22/2008,12.490086,16.888935
9/23/2008,12.648689,17.029676
9/24/2008,12.91303,16.179594
9/25/2008,13.547448,17.108484
9/26/2008,13.038592,16.883299
9/29/2008,11.981229,15.650409
9/30/2008,12.225745,16.016342
10/1/2008,12.38435,16.297815
10/2/2008,12.523129,15.836188
10/3/2008,12.38435,14.434412
10/6/2008,12.020881,14.355585
10/7/2008,11.79619,13.612476
10/8/2008,12.020881,10.853951
10/9/2008,11.697065,11.878547
10/10/2008,10.018501,11.011582
10/13/2008,9.998677,12.683584
10/14/2008,10.223367,12.328919
10/15/2008,9.318002,10.077058
10/16/2008,8.584457,11.186103
10/17/2008,8.02934,10.600613
10/20/2008,7.725348,10.662545
10/21/2008,6.403647,10.70195
10/22/2008,5.220724,9.834988
10/23/2008,5.815489,9.716763
10/24/2008,5.042294,9.350836
10/27/2008,4.705258,8.630246
10/28/2008,4.579698,9.401502
10/29/2008,4.513612,10.184023
10/30/2008,4.659001,11.146692
10/31/2008,4.659001,10.99469
11/3/2008,5.220724,11.777211
11/4/2008,5.789055,12.368326
11/5/2008,5.901401,10.938397
11/6/2008,5.841923,10.386691
11/7/2008,6.238433,11.011582
11/10/2008,5.478456,11.394402
11/11/2008,5.85514,11.219874
11/12/2008,5.570974,10.386691
11/13/2008,6.185565,12.081213
11/14/2008,5.742795,10.521801
11/17/2008,5.782448,10.307876
11/18/2008,5.80888,10.71321
11/19/2008,5.062119,10.426099
11/20/2008,4.817604,9.964467
11/21/2008,4.982816,10.57247
11/24/2008,5.346284,11.06788
11/25/2008,6.112873,10.921506
11/26/2008,6.159132,11.293065
11/28/2008,7.203277,11.450696
12/1/2008,6.443297,11.445063
12/2/2008,6.621727,11.743434
12/3/2008,6.403647,11.895435
12/4/2008,6.152524,12.160029
12/5/2008,6.707636,12.221951
12/8/2008,6.91911,13.207142
12/9/2008,6.601902,12.953809
12/10/2008,6.991804,13.336625
12/11/2008,7.256145,12.80744
12/12/2008,7.368488,12.739878
12/15/2008,7.170233,12.858109
12/16/2008,7.441183,13.854315
12/17/2008,7.302407,13.705709
12/18/2008,7.13719,13.562828
12/19/2008,7.672481,13.54568
12/22/2008,7.513877,13.477097
12/23/2008,7.533702,13.317055
12/24/2008,7.262753,13.248473
12/26/2008,7.427964,12.956985
12/29/2008,7.289186,12.956985
12/30/2008,7.487443,13.225612
12/31/2008,7.150408,13.345635
1/2/2009,8.035948,13.682847
1/5/2009,7.586571,13.539962
1/6/2009,7.586571,13.682847
1/7/2009,7.361882,12.979846
1/8/2009,8.359767,13.35135
1/9/2009,8.359767,13.162736
1/12/2009,7.731957,13.242757
1/13/2009,7.249535,13.43137
1/14/2009,6.806767,12.894111
1/15/2009,7.223104,12.928405
1/16/2009,7.071106,12.916979
1/20/2009,6.786941,12.19111
1/21/2009,7.157018,12.35114
1/22/2009,7.401532,11.939624
1/23/2009,7.282579,12.173965
1/26/2009,6.945546,11.951056
1/27/2009,6.938936,12.031078
1/28/2009,7.005022,12.465452
1/29/2009,6.654772,11.865329
1/30/2009,6.91911,11.962487
2/2/2009,6.839809,11.613847
2/3/2009,6.839809,11.676719
2/4/2009,6.952153,11.442385
2/5/2009,7.190061,11.368079
2/6/2009,6.938936,11.539547
2/9/2009,6.886068,11.579556
2/10/2009,6.542426,11.270916
2/11/2009,6.681204,10.859401
2/12/2009,6.998413,10.773673
2/13/2009,6.853025,10.830824
2/17/2009,6.311127,10.122105
2/18/2009,6.575468,10.047804
2/19/2009,6.542426,10.087814
2/20/2009,6.555644,9.430535
2/23/2009,6.496166,9.276216
2/24/2009,7.018239,9.579137
2/25/2009,6.608511,9.419105
2/26/2009,6.641553,9.653438
2/27/2009,6.357388,9.487689
3/2/2009,6.07983,9.310508
3/3/2009,6.271476,9.556273
3/4/2009,6.449907,9.90492
3/5/2009,6.562252,9.659152
3/6/2009,6.489556,9.756315
3/9/2009,6.284694,9.80204
3/10/2009,6.390431,10.367875
3/11/2009,6.515991,10.213554
3/12/2009,6.542426,10.979424
3/13/2009,6.449907,10.89941
3/16/2009,6.595292,11.08802
3/17/2009,6.905893,11.391327
3/18/2009,6.608511,11.530242
3/19/2009,6.74068,11.947001
3/20/2009,6.549034,11.588132
3/23/2009,6.800157,12.838399
3/24/2009,6.562252,11.808083
3/25/2009,6.674596,11.837026
3/26/2009,6.806767,11.750196
3/27/2009,6.74068,11.235045
3/30/2009,6.575468,10.934054
3/31/2009,6.714247,11.269775
4/1/2009,6.350778,11.790716
4/2/2009,6.410255,12.491099
4/3/2009,6.608511,12.46795
4/6/2009,6.575468,12.253776
4/7/2009,6.562252,11.784926
4/8/2009,6.628335,11.77914
4/9/2009,6.734072,12.259567
4/13/2009,6.872849,12.080131
4/14/2009,6.714247,11.923849
4/15/2009,6.952153,12.155381
4/16/2009,6.8332,12.236415
4/17/2009,6.97198,12.05119
4/20/2009,6.800157,11.802294
4/21/2009,6.859634,12.114862
4/22/2009,6.912503,12.143806
4/23/2009,6.958762,12.5895
4/24/2009,7.104148,12.803672
4/27/2009,7.071106,12.410065
4/28/2009,6.879459,12.583713
4/29/2009,6.925718,13.156756
4/30/2009,7.930213,13.515628
5/1/2009,6.892677,13.515628
5/4/2009,7.6857,14.366503
5/5/2009,7.989689,14.401232
5/6/2009,8.88184,15.414176
5/7/2009,9.57573,15.321563
5/8/2009,9.840072,16.131922
5/11/2009,10.104413,16.108772
5/12/2009,10.626487,16.016163
5/13/2009,10.157281,15.043727
5/14/2009,9.787206,15.477848
5/15/2009,9.516254,15.391029
5/18/2009,10.150672,16.293999
5/19/2009,10.55379,16.160864
5/20/2009,10.183713,16.583414
5/21/2009,10.190325,16.398186
5/22/2009,10.058153,16.398186
5/26/2009,10.031721,16.583414
5/27/2009,9.820249,16.467644
5/28/2009,9.562515,16.583414
5/29/2009,8.73645,16.612349
6/1/2009,9.516254,17.283792
6/2/2009,10.157281,17.827883
6/3/2009,10.018501,17.717905
6/4/2009,10.481097,17.868412
6/5/2009,10.659525,18.024689
6/8/2009,10.362147,17.955231
6/9/2009,10.058153,18.099939
6/10/2009,10.084588,18.105726
6/11/2009,10.37536,18.45302
6/12/2009,10.044935,18.542936
6/15/2009,10.190325,18.309395
6/16/2009,9.9392,18.175119
6/17/2009,9.727728,18.005798
6/18/2009,9.562515,17.801445
6/19/2009,9.952417,18.186796
6/22/2009,9.562515,17.410273
6/23/2009,9.423737,17.28183
6/24/2009,9.450171,17.439465
6/25/2009,9.833465,17.748903
6/26/2009,9.767377,17.836483
6/29/2009,10.368753,17.848162
6/30/2009,10.699178,17.807291
7/1/2009,11.141949,18.291876
7/2/2009,10.804914,18.315239
7/6/2009,11.313769,18.26269
7/7/2009,11.22786,17.906551
